Organization,Address,Reviewer,Review Title,Review,Location,Rating Date,Rating
Taal Vista Hotel,Tagaytay Luzon 4120,Xeryl_08,Nice view of taal lake,Me hubby and my 3 kids stayed there for one night. I had no problem reserving the lake view room even I booked it two days prior our stay. The hotel reservation staff was so helpful and followed all of my request. Our room was huge....More,2,July 31  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,anythingoes,Awesome view of Taal,The hotel has a perfect relaxing view of Taal. The amenities are very much similar to the five-star hotels in Manila. Although we have been to Tagaytay many times  it was my fist time in Taal Vista hotel and I was amazed at how beautiful...More,2,July 30  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Kiku C,Good value for money!,First time in Philippines! The service is great (everyone is smiley and sincere) and worth more than what you pay (about USD100) The room however  is worth only about USD80.... But I think that's because nobody demands that calibre. Not because they didnt try. Pros...More,2,July 28  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Alex O,best hotel on the ridge,If you are going to spend a weekend in Tagaytay  Taal Vista is your best bet if you are looking for a Five star type hotel. It is the biggest hotel inTagaytay  and has recently been refurbished under new management and owners. It offers the...More,2,July 21  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,platinumspg,good service and great views :),We were booked in one of their new standard rooms located at the Lake Wing for our recent stay. The room initially given to us was one that only provided such a dull view of a mostly concrete courtyard. However  we were moved to another...More,2,July 10  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,aleiana,Much improved,I hadn't been to Taal Vista Lodge for over 10 years  and was pleased with the facilities and improvement of the hotel  which is still the main lodging area for guests in Tagaytay. My family stayed the weekend and enjoyed the sites  nearby restaurants  cool...More,2,July 8  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jjeanie7,Just for the sake of Taal view,Finally  and out of curiosity we booked in for a night @ Taal vista  as we consider Tagaytay as our ideal place for relaxation   aside from the good location of this place. To start with   the Deluxe room  mountainside where we stayed needs...More,2,July 8  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,pamcyy,Good view,This is a very big property but with limited facilities. Apart from the pretty lobby and amazing view of the Taal lake & Taal volcano  there's a small game room with an old pool table  small gym  good cable channels  fast wifi and a small...More,2,July 7  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,sandbites,The Big Hotel in tagaytay,We stayed here before and this is our second time. We stayed overnight to attend a family gathering that was held in a nearby church. The check in was fast despite the number of guests queuing up to check in. Service was very good  bellhop ...More,2,July 6  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,searching55,Good value for Money,Not the cheapest hotel  but good all round Room great  staf very pleasent  food bit expensive   in the restaurant but a good range of dishes So if you wish to be spoilt for a few days give it a try Also stunning views,2,July 1  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Blametheweather,Unbelievable in a bad way,Yes it was unbelievably disappointing. For a hotel that supposedly prides itself for being the best in Tagaytay  its service is quite a downer. Apart from the spectacular view and relatively impressive lobby  the hotel overrated. Many would book because of the breathtaking view. But...More,2,June 28  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,BMayo1985,Great Relaxing Hotel Worth Revisiting,We stayed at the resort for just 1 night with family (which definitely wasn't long enough). The rooms were clean and modern and the view was amazing. I would highly recommend the lake view rooms. Breakfast was ok with a good selection. Pool was very...More,2,June 28  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,cherbac,Nice view but a little too pricey!!,We stayed here for 1 night and I must say  the hotel itself is beautiful. The view is AMAZING.. The rooms are big enough for me  my husband and two kids. Worth getting a room with a balcony!! Breakfast is yummy and plenty to choose...More,2,June 25  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,jeppoy,Nice View along with higher rate,I wouldn't mind going back to stay here again as the view makes it all worth the price. It's not exactly a 5-star hotel in western standards but for Philippines it will do. There's free WiFi in the rooms and lobby. The coffee shop in...More,2,June 24  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,NJbeaglemom,So-so...,This trip was booked for nostalgic reasons. It's been about 35 years since I last stepped foot at Taal Vista (Lodge as it was called then.) I wanted to see how it looks like now. Photos online were impressive. Various online reviews were promising. I...More,2,June 21  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Coleen R,Feels like HOME!,I felt that I am staying in a deluxe/5 star hotel. My families especially my moms feels that they are HOME! The employees are very friendly. The food is good and my mom loves the mango and blueberry cheesecakes. We will surely go back.,2,June 19  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,johnnybabes2003,absolutely first class i will return no problems at all,what can i say very beautiful hotel the views of taal volcano is breath taking   food very very good   rooms really nice  bathrooms very large   had my first massage here  yes depends where your room is it can be long walks to go to the pool this just shows...More,2,June 16  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,ustophl,Visit for the grounds not for the room,I've been to Taal many times and stayed in different places each time. Mother was visiting for the first time in PHL so splurged and booked a room here. The grounds are simply great. they have done a wonderful job maintaining and keeping them just...More,2,June 16  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,BrianTravelholic,Great view of Taal crater in nice surroundings,BBBIIIGGG hotel stretched along lengthwise overlooking the breathtaking Taal crater. Depending on where you're located  walks can be long to get to the pool  for example. But this is minor in a modern  comfortable hotel with a great location. Close by Sky Park if you've...More,2,June 15  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Luciouslu,Taking Over the Palace in the sky,One word to describe Taal Vista is 'Grand'. Like most SM hotels  it has that kind of appeal. Taal Vista has been around for many years and is quite a memorable place. My parents celebrated their after-wedding party there 48 years ago. The most talked...More,2,June 14  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,paulmcmn,Couldnt Fault - Great.,Hi  Tagaytay is renound for being expensive - but to be honest the price I paid for my stay here was worth it. The quality of the room was comfortable  modern facilities  internet that worked a few that was great and checkout that service that...More,2,June 13  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,heyjoewash,Very good  but watch out on tour.,I stayed there one night  was very impressed. Great room staff  facilities  restaurant  view  all top notch. One reason I stayed there was that I wanted to have a pleasant tour of the volcano nearby. I realize that the hotel does not directly employ the tour...More,2,June 7  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,nicholas84,Nice views but a bit pricey,This is a very nice looking hotel as you walk into the main lobby and bar area. Excellent views across lake taal. Rooms are decent but walls are very thin!! We could hear the people in the room next door talking very clearly. The pool...More,2,June 3  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,mhik30,Just perfect,I booked this hotel for one of my January 2013 brides and I can say that I did the right choice. The staff were very professional and friendly. They always try to give us options whenever our requests are not available. The room on the...More,2,May 31  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,theroyalputri,Living up with it's name and legacy,My family and i stayed at Taal Vista Hotel for the long weekend a few weeks ago and it was well worth it! Since the booking was very close to the weekend that we wanted  getting the hotel weekend promo wasn't an option. They were...More,2,May 27  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,MyNameIsRhaine,Memorable stay in Taal Vista Hotel,I enjoyed my stay in Taal Vista Hotel. Spent 3days in their superior room. Check in and out was breeze and fast though I requested for room upgrade to their Premier Lakeview room but they are fullybooked that time so I have no choice but...More,2,May 21  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Efren M,The best hotel in Tagaytay,We had a nice 1-night stay at the Taal Vista Hotel Suite. The parking lot was safe and secured. The suite room was overlooking the Taal Volcano  very spacious for a group of 5 adults and 2 kids. The breakfast was great  a 5-star meal....More,2,May 20  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,MaryAnnL1228,Almost perfect,We had an overnight stay at Taal Vista Hotel in Tagaytay last May 12 during Mothers day celebration. I would say that i am satisfied and impressed by the way the hotel was managed. I would say that i would probably come back and have...More,2,May 14  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,pass_d_duchy,Always a great R&R at Taal Vista Hotel!,My family has been staying in this hotel since I was in grade school. Before it was called the Taal Vista Lodge. Now that I have a family of my own  I decided to spend Mother's Day here :) I got one of their deluxe...More,2,May 13  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Tonypet1,Great Family Weekend,I lowered my expectation as to the service because of some of the reviews I read but I was surprised because the moment we entered the front desk area  we were greeted by welcoming staff. I booked the 2-bedroom Batangas suite. One of the rooms...More,2,May 10  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Gloria S,Great view from lake view room,Hotel is situated high above the lake and the Taal Volcano. Many rooms have no view. We had a small balcony overlooking the lake. Our room was large. Cleanliness in the bathroom area was not to a high standard on the glass dividing the shower...More,2,May 7  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Anshum14,Excellent as long you stay in Premier Rooms in the Lake Wing,Deluxe rooms in the Lake Wing are disappointing. View from Premier rooms of the volcano are fantastic. Surprisingly  food was very good. Staff is very courteous and efficient. There is an amusement park next to the hotel which plays blasting music; if you're staying in...More,2,May 6  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,j s,Extremely Poor Event Coordination,I booked an event last April 2013 approx 5 months in advance and OVERALL it was a FRUSTRATING experience. We're overseas and wanted to go back to the Philippines for a special occasion. Here's a list of things that went wrong: - It takes their...More,2,May 2  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,MeilyChoi,Outstanding Management A+++++,This review has been long overdue. Beside having the best view in Tagaytay this hotel had the superb customer relations that I have ever seen in any of the hotels here in the Philippines. Last Feb. my family and I decided to book at this...More,2,April 27  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Thomas J,Good value,The hotel is beautiful and has amazing views of the Volcano. It is built to Western standards. The staff could however be friendlier and more smiling - especially in the restaurant  where besides the lack of smile  the service is VERY slow  and they forget...More,2,April 27  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,FrequentFrier,Beautiful view and mild evening breezes  not far from Manila,This hotel has a magnificent view of the Taal lake and volcano (inactive when I was there  but don't bet on it!). Service was efficient and polite  although food quality could be improved. My room was fairly basic  and looked out onto houses next door...More,2,April 25  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ken G,Great views,The view of the lake and volcano from the balcony of our room and several vantage points was quite spectacular. The grounds were spacious and well-kept. The staff were helpful and friendly. All in all it was a very peaceful spot. The hotel is several...More,2,April 25  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,karrie_b888,Great location,My family spent Christmas 2012 in this hotel. It's a great place to stay where you can feel the cold air similar to summer in Baguio. Near enough from Manila & easy driving thru good roads via Sta.Rosa-Tagaytay Highway. We booked 2 Rooms thru SM...More,2,April 23  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,GeoffreyLondon,Best views in Tagaytay,This is a first class hotel in every way. If you can afford it  or can get a special deal  I would recommend this hotel as first choice in Tagaytay. It has the best views from Tagaytay ridge of the lake and volcanic mountains from...More,2,April 20  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Todd H,Great place to stay,My wife and I stayed here for our honeymoon. I was actually really impressed with the courteous staff and the overall appearence of the hotel. The only thing I found to be a bit of a hassle is the fact that the lobby and guest...More,2,April 16  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jasper C,Bring your wheels!,We stayed here for a weekend get away from April 14-16. We are not that well-off to have our own car so we went there via public transportation. The hotel is along the main road but if your travelling via public transpo  the location is...More,2,April 16  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,BraulloBogart,Still a great place to stay in Tagaytay,This is our third stay in a couple of years now and we have been satisfied every time. Our room this time was again clean and cozy. The staff were nice and friendly. The location is perfect for a stay in Tagaytay. You are very...More,2,April 15  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,icallitjoycism,Nice place despite some minor glitches,We held our Company's Vision  Mission and Values workshop here with my fellow hotel managers. I was very excited because i haven't been to Taal Vista before. As soon as we got there i was in awe of the simple yet homey reception. We registered...More,2,April 14  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ludeleo D,Tagaytay hotel,If you don't mind mingling with lots of people  the hotel rooms are relatively inexpensive (P4 488). The hotel is crowded  especially during the day  and there is almost always some function in the ballrooms. Stayed on the third weekend of January and the lobby lounge...More,2,April 13  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Tricia R,Wonderful!,We stayed in the Premier Lake View room on a weeknight. The hotel's front desk was very helpful and attentive. the room was huge and had a very good view of the volcano. Wi-fi connection in the room was strong and fast. Breakfast was delicious!...More,2,April 11  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Richilde,Great view indeed!,Stayed here by buying a voucher in one of the newly renovated wing. Did not get the change to verify the service since we mostly kept to ourselves when we checked in and we also dined out. The room is excellent and clean so no...More,2,April 10  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,marsco5665,Holy Week 2013 at Taal Vista Hotel  Tagaytay City,We stayed at Taal Vista Hotel on Maundy Thursday  Good Friday and Black Saturday. Service was very good. We stayed at the New Wing of the hotel. The rooms were clean and the LED Television sets and Split Type Airconditioning were working very well. The...More,2,April 10  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Librado C,Continuation of adventure in Batangas Province  Philippines,From Eagle Point Resort  Mabini  Batangas we proceeded to Tagaytay City where we have no accommodation reservation as well. On the way to Tagaytay City  we encountered a lot of fruits street vendors along the road we traveled that we were really enticed to buy...More,2,April 9  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,waltz1003,Majestic,I think i have stayed here for more than two times already  a lot have changed since the last time we went here. There is an ongoing construction of an amusement park besides the hotel  which should be noisy except for the insulated windows  which...More,2,April 9  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,hizonfire,Great views  much improved service,I've been to Taal Vista a number of times  but before my most recent trip  it was mostly for corporate functions. My most recent stay at Taal Vista was on my personal account  booked through a discount website. We got a Lake View room that...More,2,April 8  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,theinsider1234uk,Over priced hotel with great view but poor service,Being a seasoned traveller i can truthfully say that this hotel is one of the worst  i've stayed at recently. Ok the rooms are relatively large the hotel has great views and is in a central location. But its greatly overpriced and is badly let down by extremely...More,2,April 4  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Condogrower,Great View great Service,I have stayed in Taal Vista Hotel Twice this month   one for a company team building   the most recent one over the Easter Holidays. For the team building we stayed in the superior mountain view which though simple had great bed  clean bathrooms...More,2,March 31  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,docnemie,very helpful and accommodating staff,My wife and I together with our daughter stayed in this hotel for 4 days and 3 nights and we just can't help but praise how helpful and accommodating the staff of the hotel were  from the security guards  to the waiters and waitresses to...More,2,March 31  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,NYWrldTrav,Cultural Show at Weekend Lunch Buffet,Taal Vista Lodge has the best cultural show I have ever seen the Philippines. It takes place Saturday and Sunday and is included with the excellent buffet. The price was about $14 as I recall and it's worth every penny. The dance troupe is extremely...More,2,March 30  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,HaSiKh,Excellent Rooms and Views,Good Very comfortable bed. Great Bathroom. Clean and plush. Views from the hotel towards the Taal volcano are very scenic. Food in the restaurant is very good. Overall a very good property  well maintained and comfortable. Bad Service is not very good for a foreigner...More,2,March 26  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,dreamsincold,Great view,Our rooms were booked via Agoda.com. Be very cautious when booking rooms. We thought we had booked  Lake View Rooms. Instead we had Lake Wing. Pretty confusing. When we arrived to our room we had a view of nothing. Just a walled courtyard. I was...More,2,March 25  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,zazhimi,Short of Expectation,Rooms at Taal Vista Hotel looks old  unclean and it was definitelt a disappointment. We were given a room wherein the view outside our window is construction site. There were no bath tubs  and aircon seem to be malfunctioning. I was expecting it to better...More,2,March 23  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Maja901,Awesome View,My room had a breathless view of half the mountain and the lake. Reception was great no frills and made you comfortable immediately. New attractions nearby to visit the White Ferris Wheel beside the hotel and the Bag of Beans Bakery for the best breads...More,2,March 10  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,NikEurope,Nice location,Nice hotel  nice location. Buffet lunch and breakfast very good traditional Phillipine food. Rooms clean and functional   tv very small. Front staff not very efficient  tried to give a room with single beds when we had booked a double  then made us wait over...More,2,March 6  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,ManilaBabylon,Disappointing!,We have been here several times and usually my wife books it by phone. This time I wanted to surprise her and I booked online. What a mistake! Although the website is the Taal Vista all online bookings are handled by a 3rd party who...More,2,March 2  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,famous_nobody,Improved quality,Recently stayed here to spend a night after attending a wedding in Tagaytay. The place has improved since I last remembered it over the years. The room is spacious and the facilities seem well kept. Great view of the Taal volcano and lake from the...More,2,February 27  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Josephine V,Family Bonding,Booked three rooms at their Lake View wing. Rooms are okay  spacious  neat and comfortable  but a long way from their main lobby. The selection in their breakfast buffet was minimal compared to other hotels I've been to. The staff are very polite and friendly....More,2,February 25  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,viajeroManila,First Time  Not The Last,I grew up knowing about Taal Vista (Lodge then  now Hotel) and was always curious as to what it would be like to stay at the hotel with the best view of Taal Volcano. I ate there often enough to enjoy the view and weather...More,2,February 25  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Lechar09,Best breakfast,I love their buffet breakfast very delicious. The staff is approachable and ready to help anything that you need. Also i love the location because of the tall lake view. The location is on front of the tagaytay casino.,2,February 19  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Bong988,Been here twice!,Been here twice  the first time I went here everything was satisfactory but the second time it was a holocaust. Their staff are rude  impolite  apathetic and lost. Check in and out service is worst. I will not recommned this hotel for business travellers. Nevertheless...More,2,February 19  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,arwen_31,A good choice to stay while in Tagaytay,I've been going once a year in this hotel since 2008. though i encountered a fly on my rice twice (room service) i still keep on coming back because of the comfortable  spacious  clean and relaxing rooms they have. i tried the Superior and deluxe...More,2,February 19  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,eli k,not worth the price,The beginning of our stay was actually ok  the breakfast was satisfactory  the rooms clean  since i was there for business and pleasure  i thought it was fine...The views on the hotel are stunning and i really liked the fact that on Sundays the hotel...More,2,February 15  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,aida_pad,family wedding reception,the occasion was a family wedding on dec 15  2013. hotel had excellent package for everyone to enjoy . discounted rates for hotel rooms   welcome receptions and more importantly the overlooking view of the world's wonder taal volcano. service was excellent . the weather...More,2,February 9  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,behbexi,Worth every penny!,This is a long overdue rating! :) We stayed at this hotel the night before and after my wedding in 2007. I told you it's long overdue. :) The price then was about Php 5k per night. We booked a connecting room and they gave...More,2,February 8  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Catherine F,Best views of Taal volcano,I stayed at the Taal Vista Hotel for a 4days/3nights get-away with my husband and 1 1/2 year old daughter last January. We wanted a couple of days' respite from the heat and hustle of Manila at a place where we didn't need to travel...More,2,February 8  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,SantosCharm,Tagaytay's best!,I love the breakfast buffet. Had a very warm welcome with the staff. Definitely worth it! I suggest you take the Lake Wing rooms to get a better view of the Taal Volcano. The only disappointment were the cocktails  its either too strong  too sweet...More,2,February 7  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ferdous06,A beautiful hotel,I really liked this hotel. Very near from the Taal volcano and all other spots in Tagaytay. The hotel can arrange rental cars so you don't have to worry about taxis though it will be a bit costlier than arranging your own. The lunch buffet...More,2,February 6  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,JEmmanuelLasPinas,The best views in Tagaytay but the slowest room service,This is a nice hotel with some of the best views in all of Tagaytay. The front desk are lood bored and indifferent and room service is very very very slow. Our room was in the new room near the pool and it took all...More,2,February 5  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Shelly B,Beautiful location overlooking the Taal Volcano,The location is awesome! The lunch buffet is amazing! Make sure you take time to look over the lake and volcano. At night  the air feels so wonderful. I didn't stay in a room  but just visited for a meeting. Nonetheless  it was a wonderful...More,2,February 1  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,kikoman8,Nice Deluxe Lake Wing,The Deluxe Lake Wing room is very nice (if I'm not mistaken  the whole wing is newly constructed or remodeled). Although I was expecting that the view was the Taal Lake (it was actually facing the highway!)  the room was actually very cozy and nice....More,2,January 28  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,BongVallejos,great balcony great view of the lake,i booked a deluxe room at expedia but later asked for an upgrade to a better Premier Room. my wife talked to Christian who was very helpful in getting us this great view room. having coffee at the veranda overlooking the lake is a fantastic...More,2,January 28  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Wennie W,Nice enough if you don't expect too much,Not a five or four star but a lovely hotel sprawled over a large property. The room was incredibly spacious and large  offering basic amenities. Like the previous reviewer noticed  the bathroom had a separate shower stall and toilet at opposite ends with a vanity...More,2,January 27  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Lanyah,BATH and TOILET has no DOOR for privacy,Great TAAL VOLCANO View... Rooms are quite huge. I just don't like their bath and toilet as it has no door. Makes such uncomfy feeling on your personal rituals especially when you're sharing room with someone.... :),2,January 25  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jason C,WALK WALK WALK,Generally the hotel got a lot bigger than before. it has the best view of Taal Lake and the volcano. Just across the horse back riding area. Great Food! Sorry but I have never had a room so far from the dining area/lobby/pool!,2,January 24  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,jcop88,Nice hotel with a breathtaking view,We stayed in a deluxe room  east wing (the new building). The room is just the right size with a comfy bed and pillows plus a couch. It has a flat screen tv and coffee/tea making pot/amenites. Choose a room with a garden view/horseback riding...More,2,January 16  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,doctorfoxtrot,It's About Time to Rebrand this Nice Hotel For Better Recognition,Got to spent one night in this hotel . Actually have been staying at this place every other year since it was been brought back to life by the powerful Sy (of SM ) family. This hotel was really huge   but since they have...More,2,January 14  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,CheriedPretty,bad architectural renovation...frigid reception staff,our family spent an overnight stay in this hotel last dec 8 to celebrate my 12th wedding anniversary on dec 9. the greeters at the door were all accommodating but the staff at the reception table seemed to favor the foreigners more than people with...More,2,January 11  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,blackchrystal,average hotel,My boyfriend together with my family decided to spend our Christmas in Tagaytay and check in at Taal Vista  I stayed to this hotel before and I find the old wing a very uncomfortable and far from the lobby and dining area so we opted...More,2,January 8  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,CarloMarcelo,Relaxing First Night of 2013,My wife and I spent the first night of 2013 at Taal Vista Hotel  and definitely got much needed rest and relaxation. We stayed in one of the newly refurbished rooms in the Lakeside Wing  which was nicely decorated but not soundproof Had dinner and...More,2,January 4  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Arvin D,Much Better This Time Around,Our family trip to Tagaytay City to escape the Christmas rush in Metro Manila was much better this time. We booked a suite with a view of the Taal Volcano and enjoyed waking up in the morning to the beautiful scenery (and fresh air). The...More,2,January 4  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,BVGUARD,Beautiful hotel  great view  service a bit on the slow side,My fiance booked Taal Vista for myself and my parents about 6 months in advance before our wedding date as December is peak season. There were some issues at the start with the booking which we managed to eventually work out through email and a...More,2,January 4  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Graham K,Good view & entertainment,On the downside  upon arrival the gentlemen urged us to take the hotel's tour of the Taal Volcano as he suggested other operators have hidden charges. Upon accepting the hotel's offer  their driver did his level best to get a bonus built in to the...More,2,January 4  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,justjuliet,Nice big rooms  the volcano view is amazing  the breakfast needs serious improvement.,We stayed here for two nights for a friends wedding. Here is what we like about the hotel -The lobby bar is very nice with volcano view -the deluxe room we stayed at the new wing is big  bathroom is also decent size  with only...More,2,January 2  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,PenGuin_SA,Overpriced but great,We spent one night at the Taal Vista Hotel - It's a really great hotel with great food and really nice rooms. The view down to the volcano is amazing! The hotel is a bit pricey so I would not recommend booking directly with them...More,2,January 2  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,Gino L,Highway Robbery,OVERPRICED  as all the other persons who wrote the review said. You could not use the bath tub and the shower is also horrible. The safety deposit box also did not work and the cabinets have loose hinges. To top it all up  the room...More,2,January 1  2013,50
Taal Vista Hotel,Tagaytay Luzon 4120,tangmay,Disorganized  overpriced  but with great view,Very disorganized service - missed my car booking (to airport) TWICE on same day  housecleaning made my room at 5.15pm  morning calls were basically 3 rings and then hung up  when I passed to staff a set of keys left in safe by previous guest...More,2,December 30  2012,50
Taal Vista Hotel,Tagaytay Luzon 4120,ianinsaigon,Hotel right on the ridge overlooking the Volcano,A great two night stay at the beginning of our trip started well with an early check in (7am in fact ) with no extra charge. The location and the grounds - lovely lawn dand balcony overlooking the lake and volcano - are definitely the...More,2,December 25  2012,50
Taal Vista Hotel,Tagaytay Luzon 4120,HelenOfTroy83,Good service staff but you can hear the neighbors,We stayed in Taal Vista for one night to attend a wedding of a friend. It's a beautiful hotel but lacking a salon and valet services. When asked to wait for our room  we were given welcome drinks and Santa entertained my toddler. The room...More,2,December 23  2012,50
Taal Vista Hotel,Tagaytay Luzon 4120,maezen8,Best Place to Stay in Tagaytay,I love this hotel very much ... once in a while we came here with my husband to have a weekend date... its so nice to stay in there lobby while having coffee or just indulge in their very sweet chocolate cake... whats best in...More,2,December 15  2012,50
Taal Vista Hotel,Tagaytay Luzon 4120,DrKatieRN,Beautiful upscale hotel on a cliff overlooking a volcano in a lake  one of the most magnificent views near Manila,The hotel boasts the best view and the most beautiful venue in the area. The attraction is the view of an active volcano  Taal. The hotel has a contemporary  topical decor. Its perfect for weddings  special events  and seminars. We saw 2 brides today. Its...More,2,December 7  2012,50
Taal Vista Hotel,Tagaytay Luzon 4120,Coralie M,Never again,- Totally overpriced: true  the view is amazing from the hotel and from some rooms  but it does not justify to pay twice the price of a 5 star hotel in Manila. - For such a price  the service should at least be impeccable. But...More,2,December 6  2012,50
Taal Vista Hotel,Tagaytay Luzon 4120,Daniel_MNL,Nice place to stay in tagaytay,Stayed in this hotel for 1 night to attend a function. Taal Vista is a large property and has a very large frontage view of the crater lake with magnificent views. The Hotel has ample parking and has gone through major renovations a few years...More,2,December 2  2012,50
Taal Vista Hotel,Tagaytay Luzon 4120,cyberbkk,A weekend at the Taal Vista Hotel,Last weekend we decided to go on a weekend trip from Manila to Tagaytay. Having been there before  we chose the Taal Vista Hotel for this weekend trip since I noticed it when driving by during previous trips. When you arrive  you can not fail...More,2,November 17  2012,50
Taal Vista Hotel,Tagaytay Luzon 4120,cmpfigueroa,Did not meet expectations,Taal Vista Hotel used to be the grand dame of Tagaytay hotels until the 1990s. So when it was renovated a few years ago plus a change in ownership I expected a lot of positive things to happen in the hotel. Unfortunately  my recent stay...More,2,November 15  2012,50
Taal Vista Hotel,Tagaytay Luzon 4120,lenu2c,A place to come back:),Everything was perfect! The polite staff  good food  clean surroundings:) they even have billiards  gym  pool and spa. Hubby and I tried their spa  and it's all worth it... Such a peaceful and relaxing place....,2,November 15  2012,50
Taal Vista Hotel,Tagaytay Luzon 4120,jApdoLL,Quite pricey but worth the view!,Taal Vista was amazing. It was worth the 3 hour traffic from Manila. Service was great but really  the best part was the view. I have learned to appreciate the Taal Volcano again. Lunch buffet ends at 3PM so you can have that 1 meal...More,2,November 8  2012,50
